"ID","count.0","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12911","count.12912","count.12913","count.11311","count.11312","count.12311","count.12312","count.12313","count.11313","NUTS_ID"
1,7615394,92579,51932,184,1949,665,5,1554260,853928,5460,48732,23209,475,0,0,0,0,0,0,"DEE0"
2,4074360,23470,10938,27,1534,279,0,364194,277220,1716,13098,10847,25,0,0,0,0,0,0,"DE93"
3,28014155,609299,257019,865,6516,1046,3,4457721,1587164,13180,61943,28236,104,497,777,5016,1552,6,0,"DE40"
4,42022617,973038,498407,6420,24071,5059,26,3715273,2143633,93080,129467,20301,3256,18954,11627,141533,120432,1199,28,"DE80"
