"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.91111","count.91113","count.92111","count.92112","count.92113","count.92211","count.92212","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.11121","count.11122","count.11123","count.11913","count.12311","count.12312","count.12313","count.19211","count.91112","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92213","count.99211","count.99212","count.99213","count.99991","count.99992","count.99993","NUTS_ID"
1,8024603,466344,23131,822,2175,46,2,2235,36,6,543,163,894629,168648,2250,1600,357,3,41184,7466,111,25439,1728,78,14262,675,48,413,2,40694,16056,117,54,2,13562,3568,29,26353,4651,41,12758,2344,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EL63"
2,26699404,2089154,149498,4038,31179,2682,57,6539,277,8,20676,2916,696595,141185,1724,1715,503,0,142350,24276,430,2045,537,6,5819,2267,18,44165,56,13984,5981,36,4129,1295,15658,6087,34,4837,1153,2,8695,1575,13,7093,66,9,34,27730,1486,52,33,6594,13192,2755,7,11885,2119,27,9,661,204,4,56,15,0,"EL65"
3,11212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3123,144,4,"EL62"
