"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.11111","count.11112","count.11113","count.11311","count.11312","count.31111","count.31112","count.31911","count.31912","count.11313","count.11911","count.11912","count.11913","count.12913","count.31113","count.31311","count.31312","count.31313","count.31913","count.11211","count.12211","count.12212","count.12213","count.11212","count.11213","NUTS_ID"
1,2479155,75257,21115,76,9027,3424,7,2056,371,447258,114848,557,457475,96965,499,1177,561,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BE23"
2,464372,0,0,0,0,0,0,0,0,76925,7809,83,125247,15535,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BE24"
3,2276135,58561,30289,48,138,65,0,0,0,220676,185686,357,20875,19998,21,7007,2980,6,1199,239,1,170,5,194,4,117,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BE25"
4,16310137,1260989,329489,1240,524468,154702,670,35768,4712,540855,211665,646,415232,109393,500,13814,10471,26,212064,66142,217,71684,22797,21028,7231,2756,797,72,9751,1628,10,26,27,70136,22943,102,5,0,0,0,0,0,0,"BE32"
5,48791705,809549,223009,963,181585,59326,207,56823,7279,158588,69278,366,101295,42955,308,6534,2969,10,3194396,970257,3644,661590,257528,1294927,659303,9449,1987,1075,250462,38981,312,69,3117,1107641,558286,2776,13,178,192,112,3,0,0,"FRE1"
6,11073427,31666,8073,47,7517,1694,15,2086,529,11262,1817,5,5213,731,0,0,0,0,467926,131467,773,121289,42393,337445,140871,3293,881,310,6452,1299,5,3,985,269692,124453,918,3,12765,952,423,2,3338,8,"FRE2"
