"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.11211","count.11212","count.11213","count.11913","count.12211","count.12212","count.12213","count.12912","count.12913","count.31111","count.31112","count.31113","count.31311","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","NUTS_ID"
1,808833,112758,881,389,13591,24,51,1112,68,74289,458,168,39242,69,130,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES61"
2,63947174,477401,17024,1439,421870,7587,1252,9602,47,22132803,554409,63203,10134770,139594,24786,338434,689,113,2,16,6598,71,31,10787,801,790,1,2,3,260073,10587,658,374728,9636,938,"PT1C"
