"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","NUTS_ID"
1,28864354,628695,13685,775,845330,12141,975,72200,973,77,7874,295,14,6650,163,17,697,124,2,"FI19"
2,57438570,2472104,87054,3282,1574628,47868,2108,191359,5302,294,3236,72,12,2160,13,2,453,12,0,"FI1C"
3,7193087,371890,8171,482,119890,2531,163,19964,233,19,0,0,0,0,0,0,0,0,0,"FI1D"
