"ID","count.0","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12921","count.12922","count.31121","count.31122","count.31123","count.31321","count.31322","count.31323","count.31921","count.31922","count.31923","count.32121","count.32122","count.32123","count.32321","count.32322","count.32323","count.32921","count.255","count.12923","count.19121","count.19122","count.19123","count.19321","count.19921","count.19922","count.19923","count.31111","count.31112","count.31113","count.32111","count.32112","count.32113","count.32922","count.32923","count.39121","count.39122","count.39123","count.39921","count.39922","count.39923","count.91121","count.91122","count.91123","count.91921","count.91922","count.91923","count.91991","count.91992","count.92121","count.92122","count.92123","count.92321","count.92322","count.92323","count.92921","count.92922","count.92923","count.99121","count.99122","count.99123","count.99921","count.99922","count.99923","count.99991","NUTS_ID"
1,2726746,294237,9298,431,28902,685,45,2168,3,4,399498,8706,335,122818,3522,90,543,11,1686340,117078,2336,14166,1066,19,32357,1113,42,148967,3756,181,4525,19,6,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"IE04"
2,20851614,3204576,254469,4158,1491,40,0,345752,13706,448,9352394,615930,9213,672072,21599,505,114517,21627,17374421,2376996,25033,276604,35506,486,202389,14975,275,18325480,2137568,20651,403582,26655,414,215858,1798,134,5438,537,5,3,3541,54,2,1191512,234882,1637,139056,32652,172,28638,226,10964,980,4,5274,271,1,367622,38243,373,107428,15665,128,495,118,721193,145272,648,21155,2214,18,138121,28443,131,4390,234,1,6241,264,2,18,"IE05"
