"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.11111","count.11112","count.19111","count.19112","count.39911","count.39912","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99911","count.99912","count.99913","count.99991","count.11113","count.11911","count.11912","count.19911","count.19912","count.19913","count.92311","count.92312","count.92313","count.99111","count.99112","NUTS_ID"
1,13915561,305447,120413,379,150829,66716,202,24569,8385,28,1274760,567497,1631,1319519,572784,1736,25508,9322,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BE23"
2,22229347,632760,458870,801,53679,32752,46,32155,30333,47,2357789,1660637,2700,685928,454991,804,54744,29735,60,1012,989,91,12,730,93,92012,62272,117,3492,1175,10,681,22,2,293,0,0,0,0,0,0,0,0,0,0,0,"BE25"
3,23227,0,0,0,0,0,0,0,0,0,3274,1754,2,1971,1382,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BE32"
4,791941,8123,5635,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69673,45390,0,0,0,0,25,0,0,0,0,0,0,0,0,0,74,281,108,0,0,0,0,0,0,0,0,"FRE1"
5,10396457,669750,206413,1051,53797,16182,100,112803,25583,176,58556,30334,50,8870,4979,2,0,0,0,0,0,44,32,0,0,198445,95570,279,70524,19855,99,11152,2442,18,0,0,0,0,1054,265,1,10836,6861,11,497,110,"NL34"
6,3385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NL36"
