"ID","count.0","count.255","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19911","count.19912","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92311","count.92911","count.92912","count.92913","count.99111","count.99112","count.99911","count.99912","count.99913","NUTS_ID"
1,46679855,4,335045,29126,376,4885,111,4,2544,364,4,7551704,415382,7163,530312,10249,418,72603,2703,66,480,376,14,113316,7627,97,2860,89,3,348190,13247,431,136,23792,529,35,1080,9,1465,5,3,"EE00"
