"ID","count.0","count.255","count.12111","count.12112","count.12113","count.12311","count.12313","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.19921","count.19922","count.19923","count.92911","count.92912","count.92913","count.92921","count.92922","count.92923","count.99921","count.99922","count.99923","count.11921","count.11922","count.11923","count.99991","count.99992","count.99993","NUTS_ID"
1,49433245,3832,57518,655,81,4497,7,1983611,2344,3746,9180966,157728,17911,31543,5807,66,10681,16,13,31332,547,52,64812,19007,122,0,0,0,0,0,0,"NO06"
2,23746612,11993,0,0,0,0,0,0,0,0,4029416,82813,7318,36199,1802,76,0,0,0,228423,65983,416,49617,13028,74,98728,3865,149,1973,5,4,"NO07"
3,122449,0,29287,27,41,2437,0,417,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SE32"
