"ID","count.0","count.255","count.11111","count.11112","count.11113","count.11911","count.11912","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,14170630,126,1664,1694,2,199,139,2089310,1252660,5938,83212,64699,311,40934,17757,140,"RO21"
