"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.11913","count.11921","count.11922","count.11923","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31311","count.31312","count.31313","count.31321","count.31322","count.31323","count.31911","count.31912","count.31913","count.31921","count.31922","count.31923","NUTS_ID"
1,5936538,222811,186981,435,4931,4985,9,965,1580,89736,58029,163,13416,7540,19,70,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AT11"
2,46671257,1880337,1159779,3026,147403,142693,268,45273,12838,443132,557570,827,135627,236814,257,103,23,0,2656181,721793,3103,169560,95083,322,59,5317,292,1,168900,31095,196,22270,15393,34,68337,44159,172,188392,97589,280,7801,4091,17,80554,56771,140,338,29,1,178,468,3,"AT12"
3,72596,1986,1228,4,0,0,0,811,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AT13"
4,30742995,609636,415756,1028,51566,69389,108,6239,2884,1455430,1114774,2631,174160,238756,429,8120,3876,5,1732582,115125,2024,5467,366,9,4,45293,152,66,633695,79569,656,4118,757,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AT22"
