"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,55688207,553219,30967,968,210,1184,67,2,9581649,217619,13722,548854,313,556,328190,3029,658,"FI1D"
2,19274881,58881,997,109,0,1204525,54,1829,438323,8097,488,6416,1,12,11812765,206791,16417,"NO07"
