"ID","count.0","count.255","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.19111","count.19112","count.19113","count.19121","count.19122","count.19123","count.19321","count.19322","count.19323","count.19911","count.19912","count.19913","count.19921","count.19922","count.19923","count.32121","count.32122","count.32123","count.32321","count.32322","count.32323","count.32921","count.32922","count.39121","count.39122","count.39123","count.39321","count.39322","count.39921","count.39922","count.39923","count.91121","count.91122","count.91123","count.91921","count.91922","count.91923","count.92111","count.92112","count.92113","count.92121","count.92122","count.92123","count.92311","count.92312","count.92321","count.92322","count.92323","count.92911","count.92912","count.92913","count.92921","count.92922","count.92923","count.92991","count.92992","count.92993","count.99111","count.99121","count.99122","count.99123","count.99321","count.99322","count.99323","count.99911","count.99912","count.99921","count.99922","count.99923","count.99991","count.99992","count.99993","NUTS_ID"
1,17668296,256,142596,54784,310,6258,2205,17,34855,3629,70,16381,3675,18,2154828,778652,4118,9821,3394,15,594559,242744,1085,6264,487,11,104597,14927,137,1157,606,3,18074,2783,33,511,74,2,2073,133,4,14879,1893,32,201005,30675,324,22055,2911,26,720,208,6944,1406,8,71,2,309,84,1,26864,5796,72,19969,2102,29,2190,50,2,161544,27455,299,105,38,38292,4644,54,8860,397,14,74317,7566,165,218,34,1,6,5019,470,17,3097,76,14,648,86,13025,1097,27,3131,81,6,"FRH0"
