"ID","count.0","count.11131","count.11132","count.11133","count.11231","count.11232","count.11233","count.11931","count.11932","count.11933","count.12111","count.12112","count.12113","count.12131","count.12132","count.12133","count.12211","count.12212","count.12213","count.12231","count.12232","count.12233","count.12931","count.12932","count.12933","count.19131","count.19232","count.19931","count.19932","count.19933","count.91131","count.91132","count.91133","count.91231","count.91232","count.91233","count.91931","count.91932","count.91933","count.92131","count.92132","count.92133","count.92231","count.92232","count.92233","count.92931","count.92932","count.92933","count.99131","count.99231","count.99233","count.99931","count.99932","count.99933","NUTS_ID"
1,51858644,471626,13421,26309,710039,29232,24010,7432,845,40,159823,12548,11698,2257575,32482,137917,20660,2598,1346,1606939,45889,51899,30102,1514,337,3,7,784,16,2,17721,54,124,13740,291,218,6345,16,60,167720,505,3075,49860,1228,827,9736,227,173,254,1139,8,2418,2,73,"ES61"
2,8761118,15189,131,419,32297,434,194,2,0,1,0,0,0,146097,2098,5237,0,0,0,239082,4637,1415,4439,325,46,0,0,0,0,0,29,0,0,367,13,0,26,2,0,2272,114,4,4437,124,24,843,47,0,0,0,0,22,0,0,"ES62"
