"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11913","count.19911","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.99911","count.99913","NUTS_ID"
1,309965,50931,221,77,15520,83,13,395,1,80,22059,91,19,489,25,2,4840,42,9,1462,2,"ES61"
