"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31211","count.31212","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","NUTS_ID"
1,11930184,1280582,110171,1673,17097,2105,19,140605,13249,194,7055,371,5,668337,77864,1072,1603,49,1,105517,19158,207,19332,2925,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FRB0"
2,54967633,3256124,436724,5732,6504,897,7,452549,69649,839,32068,1798,33,5363105,1317299,12401,357,649,2,1361711,406375,3474,131291,31268,237,1333358,216209,2611,392,4,165513,27466,409,19217,1471,20,1279234,325743,3096,410344,158750,1149,20625,5270,49,"FRG0"
3,10978217,396287,33370,499,9624,303,18,9053,792,25,6191,230,9,863276,81976,2148,266,45,0,154387,24831,425,3967,565,13,9294,418,27,0,0,1854,74,1,0,0,0,829722,123934,2191,187311,44322,588,4384,296,12,"FRI3"
