"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11211","count.11212","count.11213","count.12211","count.12212","NUTS_ID"
1,11094854,1355451,29840,1821,17987,956,31,7290,51,22,1082500,47554,1470,17089,1276,22,15012,643,27,0,0,0,0,0,"BG41"
2,73165489,5958562,838174,10041,309576,106397,550,131359,29199,239,2326217,1066413,3707,276959,138754,487,92542,48048,148,3321,218,3,98,3,"BG31"
3,1488135,0,0,0,0,0,0,0,0,0,250998,77680,226,0,0,0,2121,434,6,0,0,0,0,0,"RO41"
