"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,76970237,493700,39081,693,138331,18256,162,19173,457,42,8181383,803188,12244,218,2455611,345516,3573,240597,19960,406,"PL51"
2,1867697,0,0,0,0,0,0,0,0,0,235001,59020,296,0,7935,1195,16,18153,2423,29,"PL41"
3,6875075,0,0,0,0,0,0,0,0,0,736534,106590,1086,0,292824,33220,482,17938,1622,36,"PL43"
