"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.12131","count.12132","count.12133","count.12931","count.12932","count.12933","count.19131","count.19132","count.19931","count.19933","NUTS_ID"
1,2717742,162095,46496,241,45,127,8393,2852,26,8554,1652,9,1941,470,59133,30201,115,1231,843,4,7926,11936,44,10297,5650,26,0,0,0,0,0,0,0,0,0,0,"BG33"
2,575240,28896,9828,50,0,0,7871,1835,11,0,0,0,0,0,18807,5829,33,4424,3672,16,57,25,0,241,75,0,8713,1451,32,552,22,2,720,266,613,1,"RO22"
