"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.19111","count.19311","count.19312","count.19112","count.19113","count.19911","count.19912","count.19913","count.19991","count.19992","count.19993","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99311","count.99911","count.99912","count.99913","count.99991","count.99992","count.99993","NUTS_ID"
1,6062532,130919,64962,177,634958,380210,948,42106,12652,55,14754,7129,19,73599,52457,100,2822,644,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BE22"
2,5781200,198784,23276,239,424329,108040,557,31875,1372,37,250160,59543,317,636044,204972,765,15443,3312,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BE23"
3,7389177,311420,181046,431,726763,453452,1069,41553,22666,39,42997,27309,60,321997,140158,405,394,925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BE24"
4,271134,9875,2531,8,2563,516,3,1549,834,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BE10"
5,22958643,280936,148528,410,913170,947498,1818,82459,31110,103,172863,139019,294,1257626,1702672,2775,44671,33549,57,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BE21"
6,740522,0,0,0,0,0,0,0,0,0,146910,198514,245,100105,121307,136,12313,17843,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"NL22"
7,6261126,395603,63098,465,66239,10090,53,70819,9433,70,2182,90,6,1849,664,0,0,0,0,1898,183,0,53,2,31905,1897,53,6103,6,9,138771,10901,187,40937,1619,44,27660,548,26,5502,779,5,71,29347,2013,24,5429,256,3,"NL34"
8,4192329,188091,35233,178,52599,2642,38,61426,7230,73,0,0,0,0,0,0,0,0,0,2443,140,0,2,0,25835,317,38,0,0,0,82545,14094,77,31057,2041,21,35237,3100,40,0,0,0,155,3712,146,7,0,0,0,"NL36"
9,23606272,656227,349170,767,359634,358080,522,106043,25899,143,671923,583461,933,1187645,1358604,2139,107830,50688,140,984,17,0,26,1,3551,209,3,0,0,0,95492,29664,121,22996,3749,17,38601,7801,132,9506,8,12,0,15993,1115,19,7771,3,23,"NL41"
