"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,76550366,417176,38824,352,74767,2198,55,3886,436,4,4126246,355311,3695,710974,61604,681,80271,12947,68,"FI1D"
2,16358905,172186,55758,251,24216,5426,13,5797,2291,9,626681,82313,670,181375,25612,157,15552,2905,22,"SE33"
