"ID","count.0","count.11121","count.11122","count.11123","count.11921","count.11922","count.11923","count.11911","count.11912","count.11913","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.11111","count.11112","count.11113","count.11311","count.11312","count.11321","count.11322","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12321","count.12322","count.12323","count.11323","count.11221","count.11222","count.11223","count.11313","count.12221","count.12222","count.12313","NUTS_ID"
1,123636,1537,184,1,2504,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HR03"
2,4837934,0,0,0,55917,9645,137,1353,507,5,306960,148809,736,449080,178061,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HR05"
3,24624005,78323,21418,146,548991,107064,1038,121030,39270,290,1293288,446957,3246,3219819,818889,6855,186,31,1,39,2,372,44,12694,1790,16,129820,75608,348,551,154,10524,4032,24,0,0,0,0,0,0,0,0,"HR06"
4,7196945,108672,45950,273,148920,45812,316,0,0,0,0,0,0,1104501,277392,2295,0,0,0,0,0,4053,574,0,0,0,8131,8975,23,0,0,766,2098,1,1,0,0,0,0,0,0,0,"HR02"
5,40694820,4166340,1803698,8913,19851,8425,40,79,7,0,137,4,0,50556,34912,108,159611,32222,241,2469,1737,37137,12370,54960,74329,212,2960905,2736500,8208,790,362,83539,72112,158,46,1168,102,6,4,133,222,1,"SI03"
6,260050,41381,8571,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,13944,7874,15,0,0,0,0,0,0,0,0,0,0,0,0,0,"SI04"
