"ID","count.0","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12221","count.12222","count.12223","count.12321","count.12322","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.92111","count.92112","count.92113","count.92121","count.92122","count.92123","count.92211","count.92212","count.92213","count.92221","count.92222","count.92223","count.92911","count.92912","count.92913","count.92921","count.92922","count.92923","count.99911","count.99912","count.99913","count.99921","count.99922","count.11221","count.11222","count.11223","count.19121","count.19122","count.19123","count.19221","count.19222","count.19921","count.19922","count.19923","count.91121","count.91122","count.91123","count.91221","count.91222","count.91921","count.91922","count.92991","count.92992","count.99121","count.99122","count.99123","count.99221","count.99222","count.99223","count.99923","count.99991","count.99992","NUTS_ID"
1,20604993,470732,52723,668,4573,1794,11,7947,1951,13,146328,626297,1568,221634,527877,1604,1768,9009,14,7633,28696,56,120,91,7285,27944,47,8558,28723,86,3730,17513,31,11845,24251,55,294,1471,6,438,2701,2,1314,689,4,2537,4668,4,358,66,9,86,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITH3"
2,57688744,2056903,295854,3307,174,258,5,49760,7310,78,0,0,0,1159827,2772709,8254,0,0,0,17443,50621,149,0,0,0,0,0,106791,157078,452,0,0,0,10657,29211,107,0,0,0,2113,9479,29,0,0,0,1464,4004,7,0,0,0,2436,3552,529,489,1,2059,2141,8,145,118,1710,2911,4,119,72,1,4,11,86,282,19,139,1192,1670,3,398,1144,4,15,22,117,"ITH4"
3,3664407,268255,24562,353,1905,36,0,38317,837,56,0,0,0,107373,56777,319,0,0,0,582,99,0,231,210,0,0,0,4336,1638,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SI04"
