"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11121","count.11122","count.11123","count.12121","count.12122","count.12123","count.12321","count.12322","NUTS_ID"
1,29428742,831756,40143,1241,29513,255,43,5184,181,9,5813791,743315,8104,278104,11820,279,30968,6666,59,0,0,0,0,0,0,0,0,"HU31"
2,4603528,466552,14372,514,64730,504,79,254,14,4,577196,36070,603,145473,5863,166,3248,141,3,0,0,0,0,0,0,0,0,"SK04"
3,45819471,1276861,103323,1498,165141,8507,144,3733,92,10,7436123,803338,10140,1068042,64105,1320,43592,6288,72,10661,1122,20,26555,138,19,193,5,"SK03"
