"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.19111","count.19112","count.19113","count.19911","count.19912","count.91111","count.91112","count.91113","count.91211","count.91213","count.91911","count.91912","count.91913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,912616,45850,17312,164,1644,447,6,474,29,2,2822,57,9,44,1,52279,2741,209,370,3,2233,16,4,4344,41,14,4032,2,7,"ES53"
