"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.19111","count.19112","count.19113","count.19121","count.19911","count.19912","count.19921","count.19922","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31311","count.31312","count.31313","count.31921","count.31922","count.31923","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32311","count.32312","count.32313","count.32321","count.32322","count.32323","count.32911","count.32912","count.32913","count.32921","count.32922","count.32923","count.39121","count.39122","count.39911","count.39921","count.39922","count.91111","count.91112","count.91113","count.91121","count.91122","count.91123","count.91311","count.91312","count.91313","count.91911","count.91912","count.91913","count.91921","count.91922","count.91923","count.92111","count.92112","count.92113","count.92121","count.92122","count.92123","count.92321","count.92322","count.92323","count.92911","count.92912","count.92913","count.92921","count.92922","count.92923","count.99111","count.99112","count.99911","count.99912","count.99913","count.99921","count.99923","NUTS_ID"
1,4035436,94856,29191,233,106824,33706,230,1858,262,12,7794,6927,8,18674,7636,50,337909,123808,690,173581,75537,338,1364,78,2,39662,7828,39,6570,1192,16,3019,13,4,211,2453,5,523,56,4200,758,7,5996,2507,3,366,225,1,4665,2658,3,458938,216980,1196,1587961,695049,4221,5933,1379,20,46002,9830,67,7179,990,6,6038,2355,17,544,41,272,646,28,75007,24476,136,4726,537,8,1627,187,8,26916,6124,22,382,660,1,87682,31434,242,215047,82744,600,7437,2724,20,53467,20053,122,35235,10929,58,88,25,3153,103,1,884,1,"IE05"
