"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99911","count.99912","count.99913","NUTS_ID"
1,78653440,4651261,292680,114000,9332,181,14,4115694,197828,129066,666,1,3,232861,12412,3321,904,2,2,725657,39655,14313,271501,19522,6079,53696,4190,508,2443,258,10,295,2,15,5291,582,227,24915,4850,117,10227,3171,205,25214,212,188,4755,267,4,461,76,76,39,669,42,5,"ES61"
