"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31311","count.31312","count.31313","count.31321","count.31322","count.31323","count.31911","count.31912","count.31913","count.31921","count.31922","count.31923","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.12921","count.12922","count.12923","NUTS_ID"
1,13742059,80837,180482,252,1583763,811409,2537,16162,37665,53,37663,62226,88,3671,2693,5,3458,1441,3,29828,61636,76,94007,31294,138,32615,44699,78,4257,3181,2,964,1468,1,127771,132490,304,476277,531096,1024,8219,12418,19,40550,40646,70,855,180,1,192,379,1,4343,2801,7,3832,1005,10,0,0,0,"AT12"
2,31607691,151516,73756,190,2849844,599011,3946,8662,4592,4,3593,4199,6,1039,808,6,146429,6818,214,173894,41821,215,3825137,873541,4850,2637,948,5,2202,2367,0,554,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17580,3209,23,"AT22"
3,35200430,220734,279527,454,2848546,2363269,5223,14501,16035,25,34417,90211,122,21385,14015,21,56439,26853,71,1233,6501,10,2141,2284,5,549,2636,3,0,0,0,6,116,0,0,0,0,50180,73417,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133,485,2,"AT31"
