"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11321","count.11322","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12211","count.12212","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12213","NUTS_ID"
1,23840766,2182069,532738,2651,4770,1547,10,45755,10758,58,3605,516,8,434,527,8471,1269,12,1277247,400682,1635,64,32,1169,22,4953,1733,3,34204,9363,37,0,"FRI1"
2,61042133,5131937,1468246,6008,0,0,0,1206269,156699,1311,2127,1052,2,0,0,15021,1894,10,1860860,559427,2190,0,0,124417,16598,1032,1017,1,30755,3679,18,189,"FRJ2"
