"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19311","count.19911","count.19912","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.92991","count.92993","count.99111","count.99112","count.99911","count.99912","count.99913","count.99991","count.99992","NUTS_ID"
1,11809827,1487961,460183,2076,860259,271693,1497,136868,10257,270,500,15,3,771,59,274554,23670,493,73625,2628,133,130831,5604,310,2311,2,426,13,2715,142,7,92,0,"DK05"
2,1773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,"SE23"
