"ID","count.0","count.255","count.11111","count.11112","count.11113","count.11121","count.11123","count.11911","count.11912","count.11913","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.19911","count.19912","count.19913","count.19921","count.19922","count.19923","count.91911","count.91912","count.91913","count.91921","count.91922","count.91923","count.92911","count.92912","count.92913","count.92921","count.92922","count.92923","count.99911","count.99912","count.99913","count.99921","count.99922","count.99923","count.91111","count.91112","count.91113","count.92111","count.92112","count.92113","NUTS_ID"
1,44648187,18216,65461,13,99,13304,7,827673,1377,1445,1011179,3188,1564,420068,88,456,45306,23,58,5427387,12072,7479,7503221,9893,13218,10713,706,10,282492,2762,606,8679,5,15,17668,23,23,40478,619,93,403318,1219,646,3467,87,7,71455,1271,136,0,0,0,0,0,0,"NO07"
2,24733488,0,1431487,524,2238,759,0,53668,92,66,0,0,0,5326560,1654,6955,87404,30,132,181495,287,194,10434,11,14,0,0,0,0,0,0,1152,6,3,0,0,0,713,1,0,0,0,0,0,0,0,0,0,0,15981,12,23,1750,1,3,"SE33"
