"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19911","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.11211","count.11212","count.11213","count.11221","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","count.12211","count.12212","count.12213","count.12321","count.12322","count.12323","count.12921","count.12922","count.12923","count.19111","count.19112","count.19113","count.19912","count.19913","count.91121","count.91122","count.91123","count.91211","count.91212","count.91213","count.91311","count.91312","count.91313","count.91321","count.91322","count.91323","count.92111","count.92112","count.92113","count.92121","count.92122","count.92123","count.92211","count.92212","count.92213","count.92311","count.92313","count.92321","count.92322","count.92323","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,2957844,390107,15684,795,26071,273,35,666,24,1,6821,255,10,401238,41545,1039,14194,12,11,5340,911,19,5661,329,11,1,20218,1392,62,617,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITF5"
2,49339883,2943575,645489,9204,581397,41315,1210,10353,4073,36,102146,12327,222,3015249,670948,8153,671036,94755,1416,23707,6930,53,63623,17760,169,1694,184553,24438,699,12472,4556,57,113588,22096,419,31,16753,1192,36,3799,287,13,35483,4698,149,30632,8124,48,9754,478,10,2160,730,8,664,17,28224,2700,76,18578,2055,94,1283,195,5,2781,175,4,169961,57117,641,13275,1109,39,10227,1143,53,202,2,2752,418,4,18065,6535,75,3745,1092,12,6006,1612,15,"ITF6"
