"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.19111","count.19911","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.91991","count.92111","count.92112","count.92113","count.92911","count.92912","count.99911","NUTS_ID"
1,527881,79703,278,285,12718,131,45,5064,19,12,3525,78,8,72,30,5046,125,8,2954,28,3,707,2278,197,3,325,14,65,"ITF3"
