"ID","count.0","count.255","count.11111","count.11112","count.11113","count.11911","count.11912","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19311","count.19911","count.19912","count.19913","count.91111","count.91112","count.91911","count.91912","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.92991","count.92992","count.92993","count.99111","count.99112","count.99113","count.99311","count.99312","count.99911","count.99912","count.99913","count.99991","count.99992","NUTS_ID"
1,40504031,26715,332,223,1,491,356,2279691,1010717,2946,142334,69108,208,273526,61089,430,4448,386,2,189,7545,1100,5,21,7,580,390,379586,151331,669,34879,10269,79,270319,66963,497,1703,147,6,5813,613,11,155,2,13348,1305,13,202,16,"DK02"
2,6801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6299,47,12,0,0,"SE22"
