"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11221","count.11222","count.11223","count.11321","count.11322","count.11323","count.11921","count.11922","count.11923","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12221","count.12222","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12921","count.12922","count.12923","count.91121","count.91122","count.91123","count.91312","count.91921","count.91922","count.91923","count.92121","count.92122","count.92123","count.92311","count.92312","count.92321","count.92322","count.92323","count.92911","count.92912","count.92921","count.92922","count.92923","count.12913","count.11311","count.11312","count.11313","count.12211","count.12212","count.12213","NUTS_ID"
1,54283090,1734,59,5,1871658,572221,6040,3473,226,15,64691,16388,172,10383,5310,25,4737,4340,16,1051055,1081020,7032,43,14,5717,2991,11,420199,122382,1124,284,101,20436,23863,74,2463,17309,41,22,31,491,6,3717,14736,63,31,110,680,3089,12,4,28,988,3470,11,0,0,0,0,0,0,0,"PT19"
2,1534168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130404,1680,394,2727,3,7,0,0,54693,1074,115,15718,101,21,1537,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"PT1C"
3,28472815,40173,2182,81,900688,104958,2327,1417,186,1,86272,6391,241,3760,745,6,1817519,89055,4224,387281,33033,888,1727,56,195629,4874,388,191669,18074,389,38866,2741,2766,431,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2610,16,8,15488,318,41,"PT1D"
