"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.12313","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","NUTS_ID"
1,8615897,342622,79110,659,849,848,3,1857,199,2,562,659,4,513249,237844,1397,16362,967,27,267,23,44275,12937,128,300,705,6,4765,1564,11,13116,2264,41,1048,318,3,7948,2058,22,157,3,1,4156,987,16,0,0,0,0,0,0,0,"EL52"
2,21369952,1417728,80126,1954,1164273,36118,1135,759,362,1,34500,3721,70,2813528,455289,6112,538723,32995,991,8674,2175,62061,8181,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,"EL53"
3,43978327,2134322,258787,4277,6431,353,13,10610,4680,28,8301,3643,37,10460127,1617079,21890,420912,31140,934,208233,50105,155200,73077,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,171895,53366,543,1115,36,1,"EL61"
