"ID","count.0","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19911","count.19912","count.19913","count.32111","count.32112","count.32113","count.32311","count.32312","count.32313","count.32911","count.32912","count.32913","count.39111","count.39112","count.39113","count.39311","count.39312","count.39313","count.39911","count.39912","count.39913","count.39991","count.39992","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","count.99992","count.255","count.12991","count.12992","count.12993","count.19991","count.19992","count.19993","count.91911","count.91912","count.91913","count.92991","count.92992","count.92993","count.99991","count.99993","NUTS_ID"
1,12786721,8069,113,19,1747,123,5,533208,67084,1843,55416,3478,153,20201,11269,101,4437,947,12,5379,1229,22,489640,108997,1839,24369,2596,59,4371,1047,11,973,143,3,28,269,1,1182,523,6,646,126,85176,45898,350,1414,39,1,17355,10527,85,1071,1071,3,12493,3611,23,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EL41"
2,20266855,0,0,0,47463,467,64,0,0,0,0,0,0,5493821,236119,8142,0,0,0,14325,340,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321761,48160,476,0,0,0,51845,2104,67,581,71,15296,1537,32,1595,518,2,4108,27,9,51534,1194,79,21301,23,"TR22"
3,10643755,0,0,0,73806,1451,100,0,0,0,0,0,0,4054031,108528,5831,0,0,0,101758,12345,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228747,9773,258,0,0,0,15420,373,29,26,1750,0,0,0,0,0,0,0,0,0,875,0,0,1061,0,"TR31"
