"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,21222123,536589,3878,825,256087,3269,453,42005,769,84,"FI1C"
2,548687,11108,9,16,5554,5,2,542,1,2,"FI1D"
