"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.11911","count.11913","count.12211","count.12212","count.12213","count.12921","count.12922","count.12923","NUTS_ID"
1,548322,2250,84,11,9557,48,121,40794,10771,982,20544,2151,679,31985,466,726,985,791,1,507,245,1,0,0,0,0,0,0,0,0,"ES41"
2,11352243,201679,2950,1337,139649,1767,1903,4148767,78530,54420,42939,493,6361,2556133,53432,30900,1023,50,173,48885,324,1522,92,11,4306,2,172,5748,12,18,"ES43"
3,60692754,39,31,0,241,0,0,8688508,154451,256026,2018029,109592,128487,4390652,40004,80411,492076,16353,49850,21849,615,233,0,0,7294,0,3,25683,1174,1915,"PT19"
4,2386961,0,0,0,0,0,0,326724,15964,5109,0,0,0,615644,57692,6974,0,0,0,700,26,74,0,0,0,0,0,0,0,0,"PT1C"
