"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92911","count.92912","count.92913","count.92991","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,4745111,54389,1614,170,2102,129,5,21,3262,390,8,235904,9788,754,2642,62,7,9055,461,26,1084,83,5,29,2,1549,118,4,24349,234,48,15852,88,36,29828,531,87,12993,492,21,15,602,55,1,2766,144,3,"ITI1"
