"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,85673695,10303813,6575,10482,3527216,2019,3734,470759,1194,513,"SE33"
