"ID","count.0","count.255","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19311","count.19911","count.19912","count.19913","count.19991","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99911","count.99912","count.99913","count.99991","count.99992","count.19312","count.19313","count.19992","count.99111","count.99311","count.99993","NUTS_ID"
1,6318592,1699,326642,9845,505,65444,1062,93,13059,205,32,2936,27,8,58,1562,8,1,30,9475,105,20,17280,102,34,25470,88,45,33224,467,43,437,7,0,0,0,0,0,0,"FI1B"
2,25714435,3471,1372933,31725,2142,320204,8669,525,71109,1965,115,31691,1781,60,9534,27933,564,31,123,12665,245,23,20297,411,24,24514,557,46,22990,319,24,1655,55,247,14,5,20,186,2,"FI1C"
