"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.12121","count.12122","count.12123","NUTS_ID"
1,36673326,317183,239963,693,258550,143333,464,19107,9251,49,2256816,1024694,3463,1565248,628365,2432,137580,32526,184,0,0,0,"DED2"
2,1398445,477,108,0,16,0,0,0,0,0,594048,85511,630,162567,23575,145,3482,638,5,0,0,0,"CZ04"
3,13050276,74251,14672,83,63742,9879,82,3966,311,4,876243,200497,1240,522460,106459,617,149456,12867,204,0,0,0,"DE40"
4,1275960,0,0,0,0,0,0,0,0,0,665260,245032,713,59585,16289,35,0,0,0,573,1,2,"CZ05"
5,14522269,57267,4541,64,68909,4336,51,4254,303,9,1199395,109777,1750,912100,93509,1220,28802,1852,61,2564,27,2,"PL51"
6,16555452,142108,9209,168,161183,9108,203,941,40,1,1155365,132088,1517,1662427,180372,2016,38119,2938,50,0,0,0,"PL43"
