"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,76330861,5778409,46578,196825,4118607,26899,206071,10774,157,9,38632,600,328,1295558,19192,28302,290838,2742,16596,22662,255,6,15813,158,81,"ES41"
2,6815639,582764,7351,10645,1053488,4682,11454,0,0,0,6441,6,36,95949,830,1017,126277,2753,3279,0,0,0,709,3,5,"ES42"
3,2382088,371854,897,52774,0,0,0,0,0,0,1083,0,172,18063,0,2788,0,0,0,0,0,0,0,0,0,"ES23"
