"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,2677322,126546,43226,197,8320,2362,7,779,35,1,194057,72262,297,17401,4626,22,1511,242,5,"CZ05"
2,20543967,278010,48103,422,11789,1575,19,5489,1393,11,1186413,179825,1632,144872,23096,175,38856,9545,43,"CZ06"
3,53936925,869369,176159,1241,82273,7337,108,5134,1588,12,7518816,1341890,10047,481517,83002,556,101873,39740,160,"CZ07"
4,7155687,27154,9255,42,5457,56,9,500,250,1,1802146,411934,1364,127025,27464,71,6053,1294,5,"CZ08"
5,126898,4550,88,6,1992,0,2,879,3,0,2098,3,2,5471,31,10,0,0,0,"SK02"
