"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.19111","count.19112","count.19211","count.19212","count.19911","count.19912","count.19913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99211","count.99212","count.99213","count.99911","count.99912","count.99913","NUTS_ID"
1,19475184,267724,67413,684,1517585,462398,4732,21484,6156,46,323330,91801,763,305462,104447,971,40103,14924,104,231,42,75,49,1522,527,1,22539,5083,60,98410,24375,282,1648,480,4,14939,5710,47,31608,10954,100,6740,2668,7,418,269,519,104,2,2953,1106,1,"ITI3"
2,646467,8704,5112,30,40651,21654,157,1392,688,9,2488,1542,10,13258,5962,46,3281,1354,12,0,0,0,0,0,0,0,470,171,1,2911,2967,11,29,137,0,1334,1562,8,1190,2047,5,2504,5874,12,0,0,0,0,0,195,389,1,"ITF1"
