"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.92111","count.92112","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","NUTS_ID"
1,24462051,1066809,12955,1029,328931,3330,330,48431,1160,61,0,0,0,0,0,0,0,0,"FI19"
2,69493419,3585841,47776,4247,695573,14035,983,222001,4663,292,3679,2,1603,3,1,787,6,2,"FI1D"
