"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11911","count.11912","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12911","count.12912","count.12913","count.11131","count.11132","count.11133","count.11231","count.11232","count.11233","count.11913","count.11931","count.11932","count.11933","count.12131","count.12132","count.12133","count.12231","count.12232","count.12233","count.12931","count.12932","count.12933","count.31111","count.31112","count.31113","count.31211","count.31212","count.31213","count.31911","count.32211","count.32212","count.32213","NUTS_ID"
1,1128985,12798,4383,3036,53970,9275,2954,193,42,19493,4010,1461,21846,5242,544,451,222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ES30"
2,92655677,679496,11114,8571,3762251,108432,47131,47842,3128,131125,9776,2074,568643,33928,13884,10106,1100,312,73319,2892,1700,397713,17322,2142,312,7631,896,534,44947,3392,853,56835,2693,1069,3747,215,3,5775,157,140,9469,128,129,229,2222,30,10,"ES42"
