"ID","count.0","count.11911","count.11912","count.11913","count.12911","count.12912","count.12913","count.19911","count.19912","count.19913","count.19991","count.19992","count.19993","count.91911","count.91912","count.91913","count.92911","count.92912","count.92913","count.99911","count.99912","count.99913","NUTS_ID"
1,20615297,1215436,183811,2374,2612783,190620,6701,4855,219,12,7,2,1,2469,2320,10,158540,9940,471,23747,847,80,"CY00"
