"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11213","count.11911","count.11912","count.11913","count.12211","count.12212","count.12911","count.19211","count.19911","count.32211","count.32212","count.32911","count.32912","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92211","count.92212","count.92911","count.99111","count.99113","count.99911","count.99912","count.99913","count.99991","count.99993","count.19111","count.19112","count.19912","count.255","count.12111","count.12112","count.12113","count.12912","count.12913","count.99112","NUTS_ID"
1,751546,6008,127,10,669,1,696,18,1,98,3,7,24,6,164,18,90,9,70779,234,124,4549,80,3,65317,346,130,128,20,4,20,5855,11,20508,28,53,82,2,0,0,0,0,0,0,0,0,0,0,"EL43"
2,504212,2774,104,4,34,0,1822,64,3,0,0,0,0,35,0,0,0,0,372,50,0,0,0,0,61,0,0,0,0,0,0,3,0,0,0,0,0,0,28,9,3,0,0,0,0,0,0,0,"EL65"
3,324376,214,2,0,0,0,20,2,0,0,0,4099,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,8721,9,730,2,4,115,0,0,0,0,84,2192,21,6,9,16,10,"EL30"
