"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.92111","count.92112","count.92113","count.92311","count.92911","count.92912","count.92913","count.99911","count.99912","NUTS_ID"
1,10430855,1681052,169054,2719,20286,1412,27,28527,2619,38,140552,11063,154,100,4813,56,3,0,0,"PL63"
2,2452878,414178,56602,680,486,0,0,7072,1262,15,63004,8920,114,0,423,74,2,24,8,"PL42"
