"ID","count.0","count.255","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12211","count.12212","count.12213","count.12221","count.12222","count.12223","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.19991","count.19992","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92213","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99211","count.99212","count.99911","count.99912","count.99913","count.99991","count.99992","count.99213","NUTS_ID"
1,59243730,48,3803195,175576,5947,126639,386,451,337995,17082,570,103196,5248,238,53645,8289,120,1941055,189698,3615,94955,2528,170,167485,8900,583,1421,33,1,83401,12604,211,92320,7362,201,26056,2263,48,3409,32,6,35964,2408,73,2,2,49635,13668,84,7956,3327,17,7908,1686,14,67612,9789,167,3317,315,7,24234,4906,57,11179,1860,17,1016,397,32152,5087,57,77,18,0,"EL65"
2,213102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4841,186,22,1795,139,4554,139,20,0,0,4,"EL30"
