"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,9725224,69748,7911,74,7129,903,12,1902,50,1,2284254,227539,3546,360521,43321,581,24798,1866,48,"PL92"
2,15159568,222681,54280,445,77022,11583,144,1657,39,6,2378674,326262,3835,621113,79274,1118,16729,803,34,"PL71"
3,49309655,4289646,828338,7170,517183,136449,897,54515,9392,86,7041450,1265393,10437,1214055,271909,1864,84729,8581,114,"PL72"
4,2284296,99584,13859,147,5434,1950,9,1138,355,2,636381,132501,916,24405,19963,42,10564,1853,43,"PL22"
