"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11911","count.11912","count.19911","count.91111","count.91112","count.91113","count.91211","count.91212","count.91911","count.91912","count.91913","count.99111","count.99112","count.99113","count.99911","count.99912","count.99913","NUTS_ID"
1,353558,51475,5932,118,66,4,554,39,3,75123,3119,163,227,1,6794,458,11,7497,432,1,58294,1845,50,"ES53"
