"ID","count.0","count.11111","count.11112","count.11113","count.11911","count.11912","count.11913","count.91111","count.91112","count.91113","count.91911","count.91912","count.91913","count.99911","count.99912","count.99913","NUTS_ID"
1,2307147,132057,25109,242,26022,7439,47,90658,8618,187,24533,1993,50,306,2,1,"LV00"
