"ID","count.0","count.11121","count.11122","count.11123","count.11921","count.12121","count.11221","count.11222","count.11223","count.11922","count.11923","count.12122","count.12123","count.12221","count.12222","count.12223","count.12921","count.12922","count.12923","count.19121","count.19122","count.19123","count.19221","count.19222","count.19223","count.19921","count.19922","count.19923","count.91121","count.91122","count.91123","count.91221","count.91222","count.91921","count.91922","count.92121","count.92122","count.92123","count.92221","count.92222","count.92223","count.92921","count.92922","count.99121","count.99122","count.99123","count.99921","count.99922","count.99923","count.11321","count.12321","count.12322","count.11322","count.11323","count.12323","count.31121","count.31122","count.31123","count.32121","count.32122","count.32123","count.32321","count.32322","count.32323","count.32921","count.32922","count.32923","count.91223","count.91923","NUTS_ID"
1,132141,5813,16,5,65,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"AT21"
2,2364975,143501,24611,350,13205,16992,19466,6276,72,5221,31,27540,60,5287,1666,18,3855,3616,9,1152,905,3,2915,899,10,4982,2261,11,16651,11126,51,200,19,1069,85,1011,160,5,1881,193,4,2,33,1631,992,12,378,418,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ITH4"
3,1875935,31351,497,38,52341,2903,0,0,0,1396,87,421,7,0,0,0,650,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,782,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HR03"
4,20468404,2413559,207275,3194,15877,942875,0,0,0,2630,15,161997,1338,0,0,0,6757,3076,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170743,85261,14112,21974,189,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SI03"
5,55913397,6052587,1046885,8676,185760,2813115,21762,2266,92,5486,333,1266900,5609,14994,4578,48,53361,30087,130,12,0,0,0,0,0,175,2,0,5175,1742,19,1071,240,889,442,0,0,0,0,0,0,0,0,0,0,0,7,23,0,37743,102475,54350,10905,47,193,1727,1,1,85530,67620,143,6818,3975,7,5200,7547,7,4,1,"SI04"
