"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11311","count.11312","count.11313","count.11321","count.11322","count.11323","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12921","count.12922","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31311","count.31312","count.31313","count.31321","count.31322","count.31323","count.31911","count.31912","count.31921","count.31922","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32311","count.32312","count.32313","count.32321","count.32322","count.32323","count.32912","count.32921","count.32922","count.11921","count.11922","count.12913","count.12923","count.32911","count.32913","count.32923","NUTS_ID"
1,7561685,49346,169848,134,29108,85884,76,13811,75132,47,4796,16292,10,2428,2981,2,18248,59158,40,62324,221369,203,4559,27195,16,32050,152054,112,495,1276,800,1008,44329,183551,136,25874,123001,51,18356,74295,46,17667,91789,60,345,187,76,116,9711,36164,41,34491,188010,160,1020,2967,5,21438,111834,90,2,3,1,0,0,0,0,0,0,0,"AT31"
2,7281846,3403,1116,0,609,2,0,526,0,0,191,83,0,0,0,0,368463,149279,460,1002748,56019,1329,41486,14339,51,40449,5809,71,647,920,625,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CZ03"
3,2297294,129214,346317,327,23289,53309,41,1132,3843,1,29,50,0,0,0,0,6207,16413,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"DE21"
4,62002019,998103,1439609,1469,125573,332153,264,77107,109898,111,14295,23830,18,6568,2340,5,1248627,1410621,1855,1868976,1478518,3664,263428,428935,594,575925,770316,1414,50566,30850,5207,5967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53846,142367,163,363071,451674,746,59302,114658,157,123982,203962,334,1059,1655,3477,18,68,55,3,1386,1,3,"DE22"
5,2925305,1334,17344,5,0,0,0,1249,11078,6,0,0,0,0,0,0,110228,237391,301,27352,10401,56,65326,212838,277,2065,6828,10,613,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14980,48598,49,0,0,0,14451,63810,63,0,0,0,0,0,0,0,0,2,0,0,0,0,"DE23"
