"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","NUTS_ID"
1,27783911,4922161,981749,7019,1437861,194393,2149,81654,7193,136,0,0,0,0,0,0,0,0,0,"PL92"
2,42883277,7107716,2146302,10049,2304460,475630,3922,206605,20164,249,19774,2318,32,9198,516,14,6784,1760,12,"PL81"
3,6605447,1941744,510503,2677,218488,41036,306,38420,9158,37,11649,1147,9,2019,348,4,0,0,0,"PL91"
