"ID","count.0","count.11111","count.11112","count.11113","count.11911","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12911","count.12912","count.12913","count.19111","count.19112","count.19113","count.19211","count.19212","count.19213","count.19911","count.19912","count.19913","count.92111","count.92112","count.92113","count.92211","count.92212","count.92911","count.92913","count.99111","count.99112","count.99113","count.99211","count.99212","count.99213","count.99911","count.99912","count.255","count.11211","count.11212","count.11213","count.11912","count.11913","count.91111","count.91112","count.91113","count.91211","count.91212","count.91213","count.91911","count.91912","count.91913","count.92912","count.99913","count.99991","count.99992","count.99993","count.11311","count.11312","count.11313","count.12313","count.92213","NUTS_ID"
1,1567161,46217,53,95,2,289728,5960,490,612,8,1,67,17,601,29,3,1107,448,3,373,16,1,488,161,2,5633,1040,7,177,113,199,4,2511,518,6,757,295,2,59,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"EL63"
2,14969324,1071418,117759,1788,51126,226982,66521,493,105667,22113,200,216,7,15154,2749,22,35319,645,95,8118,6,6,35171,1578,53,2191,29,3,0,0,3890,5,7261,120,16,0,0,0,14781,243,445,345141,46543,477,3805,117,26549,4221,38,25665,2191,44,6056,905,10,25,28,898,199,4,0,0,0,0,0,"EL64"
3,38683197,3279674,417435,6102,54600,1545600,302755,2917,143197,41791,326,30525,10158,28241,8340,73,10047,2988,14,2843,1709,8,9433,2890,26,33785,23519,66,14398,7580,16263,45,7741,862,12,2687,168,5,6433,426,466,402102,51213,703,7827,146,36468,2705,52,4026,567,7,1097,93,0,7778,15,1991,135,2,36383,11321,51,76,47,"EL65"
4,6484266,146592,47321,291,2410,21756,14385,43,119528,9666,177,0,0,4645,730,6,3,5,0,0,0,0,36,92,0,7168,7394,17,1806,327,1017,7,2168,947,9,573,30,0,13123,2417,17,168325,27486,422,554,3,21062,5035,46,86977,7708,255,13178,3408,41,455,31,3262,178,9,0,0,0,0,3,"EL30"
