"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.255","count.11911","count.11912","count.11913","count.19911","count.19912","count.19913","count.99911","count.99912","count.99913","NUTS_ID"
1,26917249,19910790,10114,25505,43545,218,40,477740,459,720,0,0,0,0,0,0,0,0,0,0,"FI1D"
2,39869674,173880,7193,270,0,0,0,10268179,9681,13204,3,1784456,2164,1867,34961,618,72,4235,87,5,"NO07"
