"ID","count.0","count.12111","count.12112","count.12113","count.12311","count.12312","count.12911","count.12912","count.12913","count.19911","count.255","count.12313","count.19111","count.19112","count.19113","count.19311","count.19912","count.19913","count.19991","count.92111","count.92112","count.92113","count.92311","count.92312","count.92313","count.92911","count.92912","count.92913","count.99111","count.99112","count.99113","count.99311","count.99313","count.99911","count.99912","count.99913","count.99991","count.99992","NUTS_ID"
1,4514372,611098,31570,500,429,127,23991,2334,10,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SE11"
2,58592440,7479805,634171,5744,255534,18464,187066,16953,185,47474,302,202,34723,3097,35,280,3632,50,12,154886,7718,136,10367,58,9,40681,2928,46,14321,1237,8,468,1,46870,1848,59,488,49,"SE12"
3,9802249,534163,45227,497,190839,3690,50331,3774,51,98,55,135,56,1,0,0,18,0,0,3069,182,5,520,18,1,341,71,0,152,6,0,0,0,1876,132,1,0,0,"SE31"
