"ID","count.0","count.11111","count.11112","count.11113","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","NUTS_ID"
1,48302804,8150984,2628445,14656,173585,28081,291,263133,84682,568,164089,54170,302,21273,1525,28,11152,2402,15,"LT02"
2,30625177,6606097,2041912,13177,253720,45863,467,144380,36825,310,217528,62736,575,14164,2763,34,25059,6963,65,"LT01"
