"ID","count.0","count.11111","count.11112","count.11113","count.11121","count.11122","count.11123","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12121","count.12122","count.12123","count.12311","count.12312","count.12313","count.12321","count.12322","count.12323","count.12911","count.12912","count.12913","count.12921","count.12922","count.12923","count.31111","count.31112","count.31113","count.31121","count.31122","count.31123","count.31311","count.31312","count.31313","count.31911","count.31912","count.31913","count.32111","count.32112","count.32113","count.32121","count.32122","count.32123","count.32311","count.32312","count.32313","count.32321","count.32322","count.32323","count.32911","count.32912","count.32913","count.32921","count.32922","count.32923","NUTS_ID"
1,42512040,6288604,706504,10341,8532,1231,8,15949,1778,22,3122413,293260,5226,27246,4883,30,6635340,603574,10405,2833741,642378,5329,4126768,420187,6395,713247,88609,1238,71798,11459,100,5643,1584,11,1334477,58944,2241,11656,703,25,1587884,98550,2905,13117,879,32,2810729,199848,4294,199441,20212,286,3322753,269100,5221,139472,13880,313,52817,13331,78,916,34,4,"FRC1"
2,12215633,103743,19778,160,0,0,0,0,0,0,72046,11229,156,268,70,1,541443,85345,882,0,0,0,842799,120741,1605,0,0,0,16066,4191,32,0,0,0,323837,60270,705,0,0,0,438038,69010,969,3459,1554,3,2136752,372831,3976,0,0,0,2703311,427013,5586,0,0,0,56288,20072,123,0,0,0,"FRK1"
