"ID","count.0","count.11111","count.11112","count.11113","count.11211","count.11212","count.11213","count.11311","count.11312","count.11313","count.11911","count.11912","count.11913","count.12111","count.12112","count.12113","count.12211","count.12212","count.12213","count.12311","count.12312","count.12313","count.12911","count.12912","count.12913","count.31111","count.31113","count.31211","count.31212","count.31213","count.31911","count.31912","count.32111","count.32211","count.32212","count.32213","count.32911","count.32912","NUTS_ID"
1,95982846,930520,54922,39224,1498229,72664,28832,31704,4689,2240,116212,21501,607,868198,47002,31545,98157,10838,799,51936,8963,2656,49355,8171,194,538,6,28474,2079,1036,2089,579,2,1955,259,1,761,217,"ES61"
